fight_id,pred_delta_live,p_steam_live,pred_qclose_live,p_mkt_live,event_id,event_date,year,fold,movement_spec,f1_name,f2_name,division,selected_side,selected_fighter,selected_odds,selected_p_market,selected_ev,selected_steam_prob,pred_clv_pp,realized_clv_pp,pred_qclose_fav,qfav_opening,qfav_closing,prob_fav_steams,pred_delta_fav,selected_won,unit_return,kelly_raw,result,movement_alpha,direction_C,sel_fav_live,ev_live,steam_sel_live,clv_live,qual_live,qual_ship
254,-0.09421220004734024,0.40332162585781123,0.578522502353597,0.5817992714062411,24,2026-01-31,2026,2026,MOV_MKT_STATS,alexander volkanovski,diego lopes,Featherweight,underdog,diego lopes,2.38,0.4139586533975881,-0.0147784049137403,0.5760349690748658,1.875915535119277,1.9995060974436152,0.582550081819824,0.6013092371710168,0.5813141761965807,0.4239650309251341,-0.0776726755573603,0,-1.0,0.0,1,100,0.01,False,-0.004682265946853836,0.5966783741421888,2.2786734817419774,False,False
255,0.03558952233821648,0.5750238388855768,0.7035251721243364,0.7180627930146382,24,2026-01-31,2026,2026,MOV_MKT_STATS,dan hooker,benoit saint denis,Lightweight,favorite,benoit saint denis,1.4366812227074237,0.7367892858834155,0.058531332120715,0.6718139936735662,2.3820714331386217,6.0642365348065,0.7198693465502313,0.696048632218845,0.75669099756691,0.6718139936735662,0.1152618010531466,1,0.4366812227074237,0.1340367505564374,0,100,0.01,True,0.03162733144897811,0.5750238388855768,0.7476539905491353,False,False
256,-0.04630710349648132,0.4598529426910869,0.5544432777185687,0.5565638059570422,24,2026-01-31,2026,2026,MOV_MKT_STATS,rafael fiziev,mauricio ruffy,Lightweight,underdog,mauricio ruffy,2.19,0.4482210545130679,-0.0183958906163812,0.5775780965556514,1.5994225699184073,3.3722040340045667,0.5498577691228826,0.5658519948220667,0.532129954482021,0.4224219034443486,-0.0648510072931045,1,1.19,0.0,0,100,0.01,False,-0.028874735045922528,0.5401470573089131,1.1408717103498,False,False
259,-0.018379722684116657,0.46995888320707996,0.6335214340697484,0.6404339154796633,24,2026-01-31,2026,2026,MOV_MKT_STATS,junior tafa,billy elekana,Light Heavyweight,favorite,billy elekana,1.50505,0.6427089679645203,-0.0326908677649987,0.491244384593869,-0.2155843527735235,5.9947641863891565,0.635622281885918,0.6377781254136532,0.6977257672775448,0.491244384593869,-0.0093200459880034,1,0.50505,0.0,0,100,0.01,True,-0.03611493550733269,0.46995888320707996,-0.4256691343904828,False,False
263,-0.05138913923554881,0.4702029399473873,0.6125195186685712,0.6178463363165069,24,2026-01-31,2026,2026,MOV_MKT_STATS,kaan ofli,yizha,Featherweight,favorite,yizha,1.52632,0.6388148943655714,-0.0249640504319411,0.5819952908191801,0.7381301966751352,5.54430201640963,0.6320247141920557,0.6246434122253044,0.6800864323894007,0.5819952908191801,0.0316082487398892,0,-1.0,0.0,1,100,0.01,False,-0.029329694243927396,0.5297970600526127,1.2123893556733156,False,False
261,-0.009389782948803622,0.4889734340603313,0.6429407789234328,0.6506580241618324,24,2026-01-31,2026,2026,MOV_MKT_STATS,jacob malkoun,torrez finney,Middleweight,underdog,torrez finney,2.7,0.3643385038942961,-0.0162860394854004,0.5618435615086976,1.598788737325918,8.38496682334432,0.629105579502386,0.6450934668756452,0.561243798642202,0.4381564384913023,-0.0691590940243733,0,-1.0,0.0,1,100,0.01,True,-0.03348654458904765,0.4889734340603313,-0.2152687952212351,False,False
262,0.015560326316136113,0.5485751262702836,0.5231634416402284,0.5240166700366544,24,2026-01-31,2026,2026,MOV_MKT_STATS,jonathan micallef,oban elliott,Welterweight,favorite,jonathan micallef,1.83333,0.5257405444716452,-0.0361440876037987,0.5651991411617311,0.5544021442588809,1.7003374143290009,0.524824409095589,0.5192803876530002,0.5362837617962902,0.5651991411617311,0.0222195373743894,1,0.8333299999999999,0.0,1,100,0.01,True,-0.039304518321700455,0.5485751262702836,0.3883053987228213,False,False
265,-0.05029756726249686,0.4521398047502095,0.6312281247775304,0.6379538209964092,24,2026-01-31,2026,2026,MOV_MKT_STATS,keiichiro nakamura,sebastian szalay,Featherweight,underdog,keiichiro nakamura,2.7,0.3732534538947203,0.0077843255157448,0.6024095580912526,2.203182713670526,10.74306210502083,0.6208253157204375,0.6428571428571428,0.5354265218069345,0.3975904419087473,-0.0947339249618376,1,1.7000000000000002,0.0045790150092616,1,100,0.01,False,-0.02247531669030478,0.5478601952497906,1.1629018079612363,False,False
260,-6.722176783073965e-05,0.5304349413591674,0.6874855576412905,0.6999184872580587,24,2026-01-31,2026,2026,MOV_MKT_STATS,cam rowston,cody brundage,Middleweight,favorite,cam rowston,1.4545454545454546,0.697662101224551,0.0147812381448013,0.5143789310300213,-0.2023160576364202,5.6745524296675125,0.6854768394236358,0.6875,0.7442455242966751,0.5143789310300213,-0.0094003642926319,1,0.4545454545454546,0.032518723918563,1,100,0.01,True,0.018063254193539935,0.5304349413591674,-0.001444235870950994,False,False
266,-0.15031569795302077,0.3144247747440636,0.6204668392831391,0.6263615606407733,24,2026-01-31,2026,2026,MOV_MKT_STATS,sulangrangbo,lawrence lui,Bantamweight,underdog,sulangrangbo,2.899984800121599,0.3721557769473507,0.0792460964247612,0.6759857331188502,3.332359999610579,34.461160021473326,0.6218470064298075,0.6551706064259133,0.31055900621118,0.3240142668811497,-0.1444506527181295,0,-1.0,0.0417088054702803,0,100,0.01,False,0.08354579488291325,0.6855752252559364,3.4703767142774233,False,False
243,-0.09476539241016511,0.3857580424922929,0.6101793962091236,0.6153460099592049,23,2026-02-07,2026,2026,MOV_MKT_STATS,mario bautista,vinicius oliveira,Bantamweight,underdog,vinicius oliveira,2.59,0.377124930453903,-0.0232464301243912,0.5810576985660961,1.5253805850685254,7.873239878142513,0.6172171041504136,0.6324709100010989,0.5537385112196738,0.4189423014339039,-0.0650788997654094,0,-1.0,0.0,1,100,0.01,False,-0.003746165794340617,0.6142419575077072,2.229151379197525,False,False
